test_file,instance_full_name,instance,instance_type,number_of_itens,capacity_of_knapsack,algo,instance_repeated,result,time
u574_n573_bounded-strongly-corr_04.ttp_cs2b.csv,u574_n573_bounded-strongly-corr_04.ttp,u574,bounded-strongly-corr,573,"204506,0",cs2b,u574_n573_bounded-strongly-corr_04.ttp,93480,"0,128"
u574_n573_bounded-strongly-corr_04.ttp_cs2b.csv,u574_n573_bounded-strongly-corr_04.ttp,u574,bounded-strongly-corr,573,"204506,0",cs2b,u574_n573_bounded-strongly-corr_04.ttp,93480,"0,11"
u574_n573_bounded-strongly-corr_04.ttp_cs2b.csv,u574_n573_bounded-strongly-corr_04.ttp,u574,bounded-strongly-corr,573,"204506,0",cs2b,u574_n573_bounded-strongly-corr_04.ttp,93480,"0,159"
u574_n573_bounded-strongly-corr_04.ttp_cs2b.csv,u574_n573_bounded-strongly-corr_04.ttp,u574,bounded-strongly-corr,573,"204506,0",cs2b,u574_n573_bounded-strongly-corr_04.ttp,93480,"0,108"
u574_n573_bounded-strongly-corr_04.ttp_cs2b.csv,u574_n573_bounded-strongly-corr_04.ttp,u574,bounded-strongly-corr,573,"204506,0",cs2b,u574_n573_bounded-strongly-corr_04.ttp,93480,"0,111"
u574_n573_bounded-strongly-corr_04.ttp_cs2b.csv,u574_n573_bounded-strongly-corr_04.ttp,u574,bounded-strongly-corr,573,"204506,0",cs2b,u574_n573_bounded-strongly-corr_04.ttp,93480,"0,114"
u574_n573_bounded-strongly-corr_04.ttp_cs2b.csv,u574_n573_bounded-strongly-corr_04.ttp,u574,bounded-strongly-corr,573,"204506,0",cs2b,u574_n573_bounded-strongly-corr_04.ttp,93480,"0,118"
u574_n573_bounded-strongly-corr_04.ttp_cs2b.csv,u574_n573_bounded-strongly-corr_04.ttp,u574,bounded-strongly-corr,573,"204506,0",cs2b,u574_n573_bounded-strongly-corr_04.ttp,93480,"0,112"
u574_n5730_uncorr_08.ttp_cs2sa.csv,u574_n5730_uncorr_08.ttp,u574,uncorr,5730,"2085208,0",cs2sa,u574_n5730_uncorr_08.ttp,836678,"52,074"
u574_n5730_uncorr_08.ttp_cs2sa.csv,u574_n5730_uncorr_08.ttp,u574,uncorr,5730,"2085208,0",cs2sa,u574_n5730_uncorr_08.ttp,836677,"34,292"
u574_n5730_uncorr_08.ttp_cs2sa.csv,u574_n5730_uncorr_08.ttp,u574,uncorr,5730,"2085208,0",cs2sa,u574_n5730_uncorr_08.ttp,836678,"63,538"
u574_n5730_uncorr_08.ttp_cs2sa.csv,u574_n5730_uncorr_08.ttp,u574,uncorr,5730,"2085208,0",cs2sa,u574_n5730_uncorr_08.ttp,836679,"25,113"
u574_n5730_uncorr_08.ttp_cs2sa.csv,u574_n5730_uncorr_08.ttp,u574,uncorr,5730,"2085208,0",cs2sa,u574_n5730_uncorr_08.ttp,836678,"48,385"
u574_n5730_uncorr_08.ttp_cs2sa.csv,u574_n5730_uncorr_08.ttp,u574,uncorr,5730,"2085208,0",cs2sa,u574_n5730_uncorr_08.ttp,836677,"76,19"
u574_n5730_uncorr_08.ttp_cs2sa.csv,u574_n5730_uncorr_08.ttp,u574,uncorr,5730,"2085208,0",cs2sa,u574_n5730_uncorr_08.ttp,836677,"25,225"
u574_n5730_uncorr_08.ttp_cs2sa.csv,u574_n5730_uncorr_08.ttp,u574,uncorr,5730,"2085208,0",cs2sa,u574_n5730_uncorr_08.ttp,836679,"47,699"
u574_n5730_uncorr_08.ttp_cs2sa.csv,u574_n5730_uncorr_08.ttp,u574,uncorr,5730,"2085208,0",cs2sa,u574_n5730_uncorr_08.ttp,836678,"37,851"
u574_n5730_uncorr_08.ttp_cs2sa.csv,u574_n5730_uncorr_08.ttp,u574,uncorr,5730,"2085208,0",cs2sa,u574_n5730_uncorr_08.ttp,836679,"25,188"
u574_n573_bounded-strongly-corr_07.ttp_cs2sa.csv,u574_n573_bounded-strongly-corr_07.ttp,u574,bounded-strongly-corr,573,"357885,0",cs2sa,u574_n573_bounded-strongly-corr_07.ttp,114785,"174,786"
u574_n573_bounded-strongly-corr_07.ttp_cs2sa.csv,u574_n573_bounded-strongly-corr_07.ttp,u574,bounded-strongly-corr,573,"357885,0",cs2sa,u574_n573_bounded-strongly-corr_07.ttp,114785,"170,063"
u574_n573_bounded-strongly-corr_07.ttp_cs2sa.csv,u574_n573_bounded-strongly-corr_07.ttp,u574,bounded-strongly-corr,573,"357885,0",cs2sa,u574_n573_bounded-strongly-corr_07.ttp,114785,"172,981"
u574_n573_bounded-strongly-corr_07.ttp_cs2sa.csv,u574_n573_bounded-strongly-corr_07.ttp,u574,bounded-strongly-corr,573,"357885,0",cs2sa,u574_n573_bounded-strongly-corr_07.ttp,114785,"172,553"
u574_n573_bounded-strongly-corr_07.ttp_cs2sa.csv,u574_n573_bounded-strongly-corr_07.ttp,u574,bounded-strongly-corr,573,"357885,0",cs2sa,u574_n573_bounded-strongly-corr_07.ttp,114785,"170,09"
u574_n573_bounded-strongly-corr_07.ttp_cs2sa.csv,u574_n573_bounded-strongly-corr_07.ttp,u574,bounded-strongly-corr,573,"357885,0",cs2sa,u574_n573_bounded-strongly-corr_07.ttp,114785,"169,557"
u574_n573_bounded-strongly-corr_07.ttp_cs2sa.csv,u574_n573_bounded-strongly-corr_07.ttp,u574,bounded-strongly-corr,573,"357885,0",cs2sa,u574_n573_bounded-strongly-corr_07.ttp,114785,"170,14"
u574_n573_bounded-strongly-corr_07.ttp_cs2sa.csv,u574_n573_bounded-strongly-corr_07.ttp,u574,bounded-strongly-corr,573,"357885,0",cs2sa,u574_n573_bounded-strongly-corr_07.ttp,114785,"170,944"
u574_n573_bounded-strongly-corr_07.ttp_cs2sa.csv,u574_n573_bounded-strongly-corr_07.ttp,u574,bounded-strongly-corr,573,"357885,0",cs2sa,u574_n573_bounded-strongly-corr_07.ttp,114785,"173,454"
u574_n573_bounded-strongly-corr_07.ttp_cs2sa.csv,u574_n573_bounded-strongly-corr_07.ttp,u574,bounded-strongly-corr,573,"357885,0",cs2sa,u574_n573_bounded-strongly-corr_07.ttp,114785,"157,638"
eil76_n750_uncorr_04.ttp_cs2sa.csv,eil76_n750_uncorr_04.ttp,eil76,uncorr,750,"134454,0",cs2sa,eil76_n750_uncorr_04.ttp,49903,"28,284"
eil76_n750_uncorr_04.ttp_cs2sa.csv,eil76_n750_uncorr_04.ttp,eil76,uncorr,750,"134454,0",cs2sa,eil76_n750_uncorr_04.ttp,49903,"28,753"
eil76_n750_uncorr_04.ttp_cs2sa.csv,eil76_n750_uncorr_04.ttp,eil76,uncorr,750,"134454,0",cs2sa,eil76_n750_uncorr_04.ttp,49903,"28,866"
eil76_n750_uncorr_04.ttp_cs2sa.csv,eil76_n750_uncorr_04.ttp,eil76,uncorr,750,"134454,0",cs2sa,eil76_n750_uncorr_04.ttp,49903,"27,591"
eil76_n750_uncorr_04.ttp_cs2sa.csv,eil76_n750_uncorr_04.ttp,eil76,uncorr,750,"134454,0",cs2sa,eil76_n750_uncorr_04.ttp,49903,"28,935"
eil76_n750_uncorr_04.ttp_cs2sa.csv,eil76_n750_uncorr_04.ttp,eil76,uncorr,750,"134454,0",cs2sa,eil76_n750_uncorr_04.ttp,49903,"28,541"
eil76_n750_uncorr_04.ttp_cs2sa.csv,eil76_n750_uncorr_04.ttp,eil76,uncorr,750,"134454,0",cs2sa,eil76_n750_uncorr_04.ttp,49903,"28,769"
eil76_n750_uncorr_04.ttp_cs2sa.csv,eil76_n750_uncorr_04.ttp,eil76,uncorr,750,"134454,0",cs2sa,eil76_n750_uncorr_04.ttp,49903,"27,674"
eil76_n750_uncorr_04.ttp_cs2sa.csv,eil76_n750_uncorr_04.ttp,eil76,uncorr,750,"134454,0",cs2sa,eil76_n750_uncorr_04.ttp,49903,"29,195"
eil76_n750_uncorr_04.ttp_cs2sa.csv,eil76_n750_uncorr_04.ttp,eil76,uncorr,750,"134454,0",cs2sa,eil76_n750_uncorr_04.ttp,49903,"28,88"
u574_n2865_uncorr-similar-weights_06.ttp_cs2b.csv,u574_n2865_uncorr-similar-weights_06.ttp,u574,uncorr-similar-weights,2865,"1569728,0",cs2b,u574_n2865_uncorr-similar-weights_06.ttp,258991,"0,379"
u574_n2865_uncorr-similar-weights_06.ttp_cs2b.csv,u574_n2865_uncorr-similar-weights_06.ttp,u574,uncorr-similar-weights,2865,"1569728,0",cs2b,u574_n2865_uncorr-similar-weights_06.ttp,258991,"0,345"
u574_n2865_uncorr-similar-weights_06.ttp_cs2b.csv,u574_n2865_uncorr-similar-weights_06.ttp,u574,uncorr-similar-weights,2865,"1569728,0",cs2b,u574_n2865_uncorr-similar-weights_06.ttp,258991,"0,376"
u574_n2865_uncorr-similar-weights_06.ttp_cs2b.csv,u574_n2865_uncorr-similar-weights_06.ttp,u574,uncorr-similar-weights,2865,"1569728,0",cs2b,u574_n2865_uncorr-similar-weights_06.ttp,258991,"0,442"
u574_n2865_uncorr-similar-weights_06.ttp_cs2b.csv,u574_n2865_uncorr-similar-weights_06.ttp,u574,uncorr-similar-weights,2865,"1569728,0",cs2b,u574_n2865_uncorr-similar-weights_06.ttp,258991,"0,465"
u574_n2865_uncorr-similar-weights_06.ttp_cs2b.csv,u574_n2865_uncorr-similar-weights_06.ttp,u574,uncorr-similar-weights,2865,"1569728,0",cs2b,u574_n2865_uncorr-similar-weights_06.ttp,258991,"0,333"
u574_n2865_uncorr-similar-weights_06.ttp_cs2b.csv,u574_n2865_uncorr-similar-weights_06.ttp,u574,uncorr-similar-weights,2865,"1569728,0",cs2b,u574_n2865_uncorr-similar-weights_06.ttp,258991,"0,344"
u574_n2865_uncorr-similar-weights_06.ttp_cs2b.csv,u574_n2865_uncorr-similar-weights_06.ttp,u574,uncorr-similar-weights,2865,"1569728,0",cs2b,u574_n2865_uncorr-similar-weights_06.ttp,258991,"0,349"
u574_n2865_uncorr-similar-weights_06.ttp_cs2b.csv,u574_n2865_uncorr-similar-weights_06.ttp,u574,uncorr-similar-weights,2865,"1569728,0",cs2b,u574_n2865_uncorr-similar-weights_06.ttp,258991,"0,361"
u574_n2865_uncorr-similar-weights_06.ttp_cs2b.csv,u574_n2865_uncorr-similar-weights_06.ttp,u574,uncorr-similar-weights,2865,"1569728,0",cs2b,u574_n2865_uncorr-similar-weights_06.ttp,258991,"0,339"
u574_n2865_uncorr-similar-weights_06.ttp_cs2b.csv,u574_n2865_uncorr-similar-weights_06.ttp,u574,uncorr-similar-weights,2865,"1569728,0",cs2b,u574_n2865_uncorr-similar-weights_06.ttp,258991,"0,402"
u574_n2865_uncorr-similar-weights_06.ttp_cs2b.csv,u574_n2865_uncorr-similar-weights_06.ttp,u574,uncorr-similar-weights,2865,"1569728,0",cs2b,u574_n2865_uncorr-similar-weights_06.ttp,258991,"0,355"
u574_n2865_uncorr-similar-weights_06.ttp_cs2b.csv,u574_n2865_uncorr-similar-weights_06.ttp,u574,uncorr-similar-weights,2865,"1569728,0",cs2b,u574_n2865_uncorr-similar-weights_06.ttp,258991,"0,478"
u574_n2865_uncorr-similar-weights_06.ttp_cs2b.csv,u574_n2865_uncorr-similar-weights_06.ttp,u574,uncorr-similar-weights,2865,"1569728,0",cs2b,u574_n2865_uncorr-similar-weights_06.ttp,258991,"0,495"
u574_n2865_uncorr-similar-weights_06.ttp_cs2b.csv,u574_n2865_uncorr-similar-weights_06.ttp,u574,uncorr-similar-weights,2865,"1569728,0",cs2b,u574_n2865_uncorr-similar-weights_06.ttp,258991,"0,337"
u574_n2865_uncorr-similar-weights_06.ttp_cs2b.csv,u574_n2865_uncorr-similar-weights_06.ttp,u574,uncorr-similar-weights,2865,"1569728,0",cs2b,u574_n2865_uncorr-similar-weights_06.ttp,258991,"0,361"
u574_n2865_uncorr-similar-weights_06.ttp_cs2b.csv,u574_n2865_uncorr-similar-weights_06.ttp,u574,uncorr-similar-weights,2865,"1569728,0",cs2b,u574_n2865_uncorr-similar-weights_06.ttp,258991,"0,356"
u574_n2865_uncorr-similar-weights_06.ttp_cs2b.csv,u574_n2865_uncorr-similar-weights_06.ttp,u574,uncorr-similar-weights,2865,"1569728,0",cs2b,u574_n2865_uncorr-similar-weights_06.ttp,258991,"0,385"
u574_n2865_uncorr-similar-weights_06.ttp_cs2b.csv,u574_n2865_uncorr-similar-weights_06.ttp,u574,uncorr-similar-weights,2865,"1569728,0",cs2b,u574_n2865_uncorr-similar-weights_06.ttp,258991,"0,342"
u574_n2865_uncorr-similar-weights_06.ttp_cs2b.csv,u574_n2865_uncorr-similar-weights_06.ttp,u574,uncorr-similar-weights,2865,"1569728,0",cs2b,u574_n2865_uncorr-similar-weights_06.ttp,258991,"0,346"
ch130_n1290_uncorr_10.ttp.csv,ch130_n1290_uncorr_10.ttp,ch130,uncorr,1290,"582540,0",cs2sa,ch130_n1290_uncorr_10.ttp,197555,"39,59"
ch130_n1290_uncorr_10.ttp.csv,ch130_n1290_uncorr_10.ttp,ch130,uncorr,1290,"582540,0",cs2sa,ch130_n1290_uncorr_10.ttp,197555,"42,06"
ch130_n1290_uncorr_10.ttp.csv,ch130_n1290_uncorr_10.ttp,ch130,uncorr,1290,"582540,0",cs2sa,ch130_n1290_uncorr_10.ttp,197555,"60,333"
ch130_n1290_uncorr_10.ttp.csv,ch130_n1290_uncorr_10.ttp,ch130,uncorr,1290,"582540,0",cs2sa,ch130_n1290_uncorr_10.ttp,197555,"40,628"
ch130_n1290_uncorr_10.ttp.csv,ch130_n1290_uncorr_10.ttp,ch130,uncorr,1290,"582540,0",cs2sa,ch130_n1290_uncorr_10.ttp,197555,"42,201"
ch130_n1290_uncorr_10.ttp.csv,ch130_n1290_uncorr_10.ttp,ch130,uncorr,1290,"582540,0",cs2sa,ch130_n1290_uncorr_10.ttp,197555,"42,016"
ch130_n1290_uncorr_10.ttp.csv,ch130_n1290_uncorr_10.ttp,ch130,uncorr,1290,"582540,0",cs2sa,ch130_n1290_uncorr_10.ttp,197555,"42,213"
ch130_n1290_uncorr_10.ttp.csv,ch130_n1290_uncorr_10.ttp,ch130,uncorr,1290,"582540,0",cs2sa,ch130_n1290_uncorr_10.ttp,197555,"63,311"
ch130_n1290_uncorr_10.ttp.csv,ch130_n1290_uncorr_10.ttp,ch130,uncorr,1290,"582540,0",cs2sa,ch130_n1290_uncorr_10.ttp,197555,"59,455"
ch130_n1290_uncorr_10.ttp.csv,ch130_n1290_uncorr_10.ttp,ch130,uncorr,1290,"582540,0",cs2sa,ch130_n1290_uncorr_10.ttp,197555,"60,418"
a280_n2790_uncorr_06.ttp_cs2sa.csv,a280_n2790_uncorr_06.ttp,a280,uncorr,2790,"757213,0",cs2sa,a280_n2790_uncorr_06.ttp,315314,"33,54"
a280_n2790_uncorr_06.ttp_cs2sa.csv,a280_n2790_uncorr_06.ttp,a280,uncorr,2790,"757213,0",cs2sa,a280_n2790_uncorr_06.ttp,315314,"31,686"
a280_n2790_uncorr_06.ttp_cs2sa.csv,a280_n2790_uncorr_06.ttp,a280,uncorr,2790,"757213,0",cs2sa,a280_n2790_uncorr_06.ttp,315314,"50,709"
a280_n2790_uncorr_06.ttp_cs2sa.csv,a280_n2790_uncorr_06.ttp,a280,uncorr,2790,"757213,0",cs2sa,a280_n2790_uncorr_06.ttp,315314,"50,712"
a280_n2790_uncorr_06.ttp_cs2sa.csv,a280_n2790_uncorr_06.ttp,a280,uncorr,2790,"757213,0",cs2sa,a280_n2790_uncorr_06.ttp,315314,"34,338"
a280_n2790_uncorr_06.ttp_cs2sa.csv,a280_n2790_uncorr_06.ttp,a280,uncorr,2790,"757213,0",cs2sa,a280_n2790_uncorr_06.ttp,315314,"48,042"
a280_n2790_uncorr_06.ttp_cs2sa.csv,a280_n2790_uncorr_06.ttp,a280,uncorr,2790,"757213,0",cs2sa,a280_n2790_uncorr_06.ttp,315314,"51,17"
a280_n2790_uncorr_06.ttp_cs2sa.csv,a280_n2790_uncorr_06.ttp,a280,uncorr,2790,"757213,0",cs2sa,a280_n2790_uncorr_06.ttp,315314,"31,584"
a280_n2790_uncorr_06.ttp_cs2sa.csv,a280_n2790_uncorr_06.ttp,a280,uncorr,2790,"757213,0",cs2sa,a280_n2790_uncorr_06.ttp,315314,"33,999"
a280_n2790_uncorr_06.ttp_cs2sa.csv,a280_n2790_uncorr_06.ttp,a280,uncorr,2790,"757213,0",cs2sa,a280_n2790_uncorr_06.ttp,315314,"47,056"
u574_n5730_uncorr_04.ttp_cs2b.csv,u574_n5730_uncorr_04.ttp,u574,uncorr,5730,"1042604,0",cs2b,u574_n5730_uncorr_04.ttp,589717,"0,739"
u574_n5730_uncorr_04.ttp_cs2b.csv,u574_n5730_uncorr_04.ttp,u574,uncorr,5730,"1042604,0",cs2b,u574_n5730_uncorr_04.ttp,589717,"1,085"
u574_n5730_uncorr_04.ttp_cs2b.csv,u574_n5730_uncorr_04.ttp,u574,uncorr,5730,"1042604,0",cs2b,u574_n5730_uncorr_04.ttp,589717,"1,069"
u574_n5730_uncorr_04.ttp_cs2b.csv,u574_n5730_uncorr_04.ttp,u574,uncorr,5730,"1042604,0",cs2b,u574_n5730_uncorr_04.ttp,589717,"0,759"
u574_n5730_uncorr_04.ttp_cs2b.csv,u574_n5730_uncorr_04.ttp,u574,uncorr,5730,"1042604,0",cs2b,u574_n5730_uncorr_04.ttp,589717,"0,798"
u574_n5730_uncorr_04.ttp_cs2b.csv,u574_n5730_uncorr_04.ttp,u574,uncorr,5730,"1042604,0",cs2b,u574_n5730_uncorr_04.ttp,589717,"0,739"
u574_n5730_uncorr_04.ttp_cs2b.csv,u574_n5730_uncorr_04.ttp,u574,uncorr,5730,"1042604,0",cs2b,u574_n5730_uncorr_04.ttp,589717,"0,739"
u574_n5730_uncorr_04.ttp_cs2b.csv,u574_n5730_uncorr_04.ttp,u574,uncorr,5730,"1042604,0",cs2b,u574_n5730_uncorr_04.ttp,589717,"0,8"
u574_n5730_uncorr_04.ttp_cs2b.csv,u574_n5730_uncorr_04.ttp,u574,uncorr,5730,"1042604,0",cs2b,u574_n5730_uncorr_04.ttp,589717,"1,063"
u574_n5730_uncorr_04.ttp_cs2b.csv,u574_n5730_uncorr_04.ttp,u574,uncorr,5730,"1042604,0",cs2b,u574_n5730_uncorr_04.ttp,589717,"0,74"
u159_n1580_uncorr_04.ttp_cs2b.csv,u159_n1580_uncorr_04.ttp,u159,uncorr,1580,"286975,0",cs2b,u159_n1580_uncorr_04.ttp,170493,"0,057"
u159_n1580_uncorr_04.ttp_cs2b.csv,u159_n1580_uncorr_04.ttp,u159,uncorr,1580,"286975,0",cs2b,u159_n1580_uncorr_04.ttp,170493,"0,071"
u159_n1580_uncorr_04.ttp_cs2b.csv,u159_n1580_uncorr_04.ttp,u159,uncorr,1580,"286975,0",cs2b,u159_n1580_uncorr_04.ttp,170493,"0,058"
u159_n1580_uncorr_04.ttp_cs2b.csv,u159_n1580_uncorr_04.ttp,u159,uncorr,1580,"286975,0",cs2b,u159_n1580_uncorr_04.ttp,170493,"0,103"
u159_n1580_uncorr_04.ttp_cs2b.csv,u159_n1580_uncorr_04.ttp,u159,uncorr,1580,"286975,0",cs2b,u159_n1580_uncorr_04.ttp,170493,"0,057"
u159_n1580_uncorr_04.ttp_cs2b.csv,u159_n1580_uncorr_04.ttp,u159,uncorr,1580,"286975,0",cs2b,u159_n1580_uncorr_04.ttp,170493,"0,059"
u159_n1580_uncorr_04.ttp_cs2b.csv,u159_n1580_uncorr_04.ttp,u159,uncorr,1580,"286975,0",cs2b,u159_n1580_uncorr_04.ttp,170493,"0,058"
u159_n1580_uncorr_04.ttp_cs2b.csv,u159_n1580_uncorr_04.ttp,u159,uncorr,1580,"286975,0",cs2b,u159_n1580_uncorr_04.ttp,170493,"0,057"
u159_n1580_uncorr_04.ttp_cs2b.csv,u159_n1580_uncorr_04.ttp,u159,uncorr,1580,"286975,0",cs2b,u159_n1580_uncorr_04.ttp,170493,"0,082"
u159_n1580_uncorr_04.ttp_cs2b.csv,u159_n1580_uncorr_04.ttp,u159,uncorr,1580,"286975,0",cs2b,u159_n1580_uncorr_04.ttp,170493,"0,057"
u724_n723_bounded-strongly-corr_01.ttp_cs2b.csv,u724_n723_bounded-strongly-corr_01.ttp,u724,bounded-strongly-corr,723,"64888,0",cs2b,u724_n723_bounded-strongly-corr_01.ttp,46750,"0,08"
u724_n723_bounded-strongly-corr_01.ttp_cs2b.csv,u724_n723_bounded-strongly-corr_01.ttp,u724,bounded-strongly-corr,723,"64888,0",cs2b,u724_n723_bounded-strongly-corr_01.ttp,46750,"0,077"
u724_n723_bounded-strongly-corr_01.ttp_cs2b.csv,u724_n723_bounded-strongly-corr_01.ttp,u724,bounded-strongly-corr,723,"64888,0",cs2b,u724_n723_bounded-strongly-corr_01.ttp,46750,"0,076"
u724_n723_bounded-strongly-corr_01.ttp_cs2b.csv,u724_n723_bounded-strongly-corr_01.ttp,u724,bounded-strongly-corr,723,"64888,0",cs2b,u724_n723_bounded-strongly-corr_01.ttp,46750,"0,116"
u724_n723_bounded-strongly-corr_01.ttp_cs2b.csv,u724_n723_bounded-strongly-corr_01.ttp,u724,bounded-strongly-corr,723,"64888,0",cs2b,u724_n723_bounded-strongly-corr_01.ttp,46750,"0,079"
u724_n723_bounded-strongly-corr_01.ttp_cs2b.csv,u724_n723_bounded-strongly-corr_01.ttp,u724,bounded-strongly-corr,723,"64888,0",cs2b,u724_n723_bounded-strongly-corr_01.ttp,46750,"0,099"
u724_n723_bounded-strongly-corr_01.ttp_cs2b.csv,u724_n723_bounded-strongly-corr_01.ttp,u724,bounded-strongly-corr,723,"64888,0",cs2b,u724_n723_bounded-strongly-corr_01.ttp,46750,"0,101"
u724_n723_bounded-strongly-corr_01.ttp_cs2b.csv,u724_n723_bounded-strongly-corr_01.ttp,u724,bounded-strongly-corr,723,"64888,0",cs2b,u724_n723_bounded-strongly-corr_01.ttp,46750,"0,088"
u724_n723_bounded-strongly-corr_01.ttp_cs2b.csv,u724_n723_bounded-strongly-corr_01.ttp,u724,bounded-strongly-corr,723,"64888,0",cs2b,u724_n723_bounded-strongly-corr_01.ttp,46750,"0,075"
u724_n723_bounded-strongly-corr_01.ttp_cs2b.csv,u724_n723_bounded-strongly-corr_01.ttp,u724,bounded-strongly-corr,723,"64888,0",cs2b,u724_n723_bounded-strongly-corr_01.ttp,46750,"0,075"
u574_n2865_uncorr-similar-weights_05.ttp_cs2b.csv,u574_n2865_uncorr-similar-weights_05.ttp,u574,uncorr-similar-weights,2865,"1308107,0",cs2b,u574_n2865_uncorr-similar-weights_05.ttp,227416,"0,585"
u574_n2865_uncorr-similar-weights_05.ttp_cs2b.csv,u574_n2865_uncorr-similar-weights_05.ttp,u574,uncorr-similar-weights,2865,"1308107,0",cs2b,u574_n2865_uncorr-similar-weights_05.ttp,227416,"0,582"
u574_n2865_uncorr-similar-weights_05.ttp_cs2b.csv,u574_n2865_uncorr-similar-weights_05.ttp,u574,uncorr-similar-weights,2865,"1308107,0",cs2b,u574_n2865_uncorr-similar-weights_05.ttp,227416,"0,567"
u574_n2865_uncorr-similar-weights_05.ttp_cs2b.csv,u574_n2865_uncorr-similar-weights_05.ttp,u574,uncorr-similar-weights,2865,"1308107,0",cs2b,u574_n2865_uncorr-similar-weights_05.ttp,227416,"0,582"
u574_n2865_uncorr-similar-weights_05.ttp_cs2b.csv,u574_n2865_uncorr-similar-weights_05.ttp,u574,uncorr-similar-weights,2865,"1308107,0",cs2b,u574_n2865_uncorr-similar-weights_05.ttp,227416,"0,632"
u574_n2865_uncorr-similar-weights_05.ttp_cs2b.csv,u574_n2865_uncorr-similar-weights_05.ttp,u574,uncorr-similar-weights,2865,"1308107,0",cs2b,u574_n2865_uncorr-similar-weights_05.ttp,227416,"0,764"
u574_n2865_uncorr-similar-weights_05.ttp_cs2b.csv,u574_n2865_uncorr-similar-weights_05.ttp,u574,uncorr-similar-weights,2865,"1308107,0",cs2b,u574_n2865_uncorr-similar-weights_05.ttp,227416,"0,596"
u574_n2865_uncorr-similar-weights_05.ttp_cs2b.csv,u574_n2865_uncorr-similar-weights_05.ttp,u574,uncorr-similar-weights,2865,"1308107,0",cs2b,u574_n2865_uncorr-similar-weights_05.ttp,227416,"0,63"
u574_n2865_uncorr-similar-weights_05.ttp_cs2b.csv,u574_n2865_uncorr-similar-weights_05.ttp,u574,uncorr-similar-weights,2865,"1308107,0",cs2b,u574_n2865_uncorr-similar-weights_05.ttp,227416,"0,579"
u574_n2865_uncorr-similar-weights_05.ttp_cs2b.csv,u574_n2865_uncorr-similar-weights_05.ttp,u574,uncorr-similar-weights,2865,"1308107,0",cs2b,u574_n2865_uncorr-similar-weights_05.ttp,227416,"0,777"
ch130_n645_uncorr-similar-weights_03.ttp_cs2sa.csv,ch130_n645_uncorr-similar-weights_03.ttp,ch130,uncorr-similar-weights,645,"176714,0",cs2sa,ch130_n645_uncorr-similar-weights_03.ttp,43828,"62,267"
ch130_n645_uncorr-similar-weights_03.ttp_cs2sa.csv,ch130_n645_uncorr-similar-weights_03.ttp,ch130,uncorr-similar-weights,645,"176714,0",cs2sa,ch130_n645_uncorr-similar-weights_03.ttp,43828,"59,04"
ch130_n645_uncorr-similar-weights_03.ttp_cs2sa.csv,ch130_n645_uncorr-similar-weights_03.ttp,ch130,uncorr-similar-weights,645,"176714,0",cs2sa,ch130_n645_uncorr-similar-weights_03.ttp,43828,"56,7"
ch130_n645_uncorr-similar-weights_03.ttp_cs2sa.csv,ch130_n645_uncorr-similar-weights_03.ttp,ch130,uncorr-similar-weights,645,"176714,0",cs2sa,ch130_n645_uncorr-similar-weights_03.ttp,43828,"59,034"
ch130_n645_uncorr-similar-weights_03.ttp_cs2sa.csv,ch130_n645_uncorr-similar-weights_03.ttp,ch130,uncorr-similar-weights,645,"176714,0",cs2sa,ch130_n645_uncorr-similar-weights_03.ttp,43828,"56,73"
ch130_n645_uncorr-similar-weights_03.ttp_cs2sa.csv,ch130_n645_uncorr-similar-weights_03.ttp,ch130,uncorr-similar-weights,645,"176714,0",cs2sa,ch130_n645_uncorr-similar-weights_03.ttp,43828,"62,245"
ch130_n645_uncorr-similar-weights_03.ttp_cs2sa.csv,ch130_n645_uncorr-similar-weights_03.ttp,ch130,uncorr-similar-weights,645,"176714,0",cs2sa,ch130_n645_uncorr-similar-weights_03.ttp,43828,"57,843"
ch130_n645_uncorr-similar-weights_03.ttp_cs2sa.csv,ch130_n645_uncorr-similar-weights_03.ttp,ch130,uncorr-similar-weights,645,"176714,0",cs2sa,ch130_n645_uncorr-similar-weights_03.ttp,43828,"58,959"
ch130_n645_uncorr-similar-weights_03.ttp_cs2sa.csv,ch130_n645_uncorr-similar-weights_03.ttp,ch130,uncorr-similar-weights,645,"176714,0",cs2sa,ch130_n645_uncorr-similar-weights_03.ttp,43828,"58,888"
ch130_n645_uncorr-similar-weights_03.ttp_cs2sa.csv,ch130_n645_uncorr-similar-weights_03.ttp,ch130,uncorr-similar-weights,645,"176714,0",cs2sa,ch130_n645_uncorr-similar-weights_03.ttp,43828,"59,209"
ch130_n129_bounded-strongly-corr_01.ttp_cs2b.csv,ch130_n129_bounded-strongly-corr_01.ttp,ch130,bounded-strongly-corr,129,"10329,0",cs2b,ch130_n129_bounded-strongly-corr_01.ttp,7762,"0,012"
ch130_n129_bounded-strongly-corr_01.ttp_cs2b.csv,ch130_n129_bounded-strongly-corr_01.ttp,ch130,bounded-strongly-corr,129,"10329,0",cs2b,ch130_n129_bounded-strongly-corr_01.ttp,7762,"0,01"
ch130_n129_bounded-strongly-corr_01.ttp_cs2b.csv,ch130_n129_bounded-strongly-corr_01.ttp,ch130,bounded-strongly-corr,129,"10329,0",cs2b,ch130_n129_bounded-strongly-corr_01.ttp,7762,"0,012"
