eil76_n75_bounded-strongly-corr_07.ttp 9541 182.009
eil76_n75_bounded-strongly-corr_07.ttp 9541 183.228
eil76_n75_bounded-strongly-corr_07.ttp 9541 178.41
eil76_n75_bounded-strongly-corr_07.ttp 9541 182.102
eil76_n75_bounded-strongly-corr_07.ttp 9541 183.082
eil76_n75_bounded-strongly-corr_07.ttp 9541 183.495
eil76_n75_bounded-strongly-corr_07.ttp 9541 183.966
eil76_n75_bounded-strongly-corr_07.ttp 9541 184.076
eil76_n75_bounded-strongly-corr_07.ttp 9541 179.344
eil76_n75_bounded-strongly-corr_07.ttp 9541 184.215
