eil76_n375_uncorr-similar-weights_06.ttp 20440 139.152
eil76_n375_uncorr-similar-weights_06.ttp 20440 137.82
eil76_n375_uncorr-similar-weights_06.ttp 20440 132.898
eil76_n375_uncorr-similar-weights_06.ttp 20440 137.39
eil76_n375_uncorr-similar-weights_06.ttp 20440 139.318
eil76_n375_uncorr-similar-weights_06.ttp 20440 131.477
eil76_n375_uncorr-similar-weights_06.ttp 20440 135.231
eil76_n375_uncorr-similar-weights_06.ttp 20440 137.166
eil76_n375_uncorr-similar-weights_06.ttp 20440 139.061
eil76_n375_uncorr-similar-weights_06.ttp 20440 137.495
