eil76_n375_uncorr-similar-weights_02.ttp 11836 0.015
eil76_n375_uncorr-similar-weights_02.ttp 11836 0.015
eil76_n375_uncorr-similar-weights_02.ttp 11836 0.017
eil76_n375_uncorr-similar-weights_02.ttp 11836 0.019
eil76_n375_uncorr-similar-weights_02.ttp 11836 0.016
eil76_n375_uncorr-similar-weights_02.ttp 11836 0.015
eil76_n375_uncorr-similar-weights_02.ttp 11836 0.017
eil76_n375_uncorr-similar-weights_02.ttp 11836 0.016
eil76_n375_uncorr-similar-weights_02.ttp 11836 0.016
eil76_n375_uncorr-similar-weights_02.ttp 11836 0.015
